Codigo Municipio,Nombre Municipio,Codigo Departamento,Codigo pais
25867,VIANÍ,25,CO
25871,VILLAGÓMEZ,25,CO
25873,VILLAPINZÓN,25,CO
25875,VILLETA,25,CO
25878,VIOTÁ,25,CO
25885,YACOPÍ,25,CO
25898,ZIPACÓN,25,CO
25899,ZIPAQUIRÁ,25,CO
27001,QUIBDÓ,27,CO
27006,ACANDÍ,27,CO
27025,ALTO BAUDÓ (PIE DE PATÓ),27,CO
27050,ATRATO (YUTO),27,CO
27073,BAGADÓ,27,CO
27075,BAHÍA SOLANO (MUTIS),27,CO
27077,BAJO BAUDÓ (PIZARRO),27,CO
27099,BOJAYÁ (BELLA VISTA),27,CO
27135,EL CANTÓN DEL SAN PABLO,27,CO
27150,CARMEN DEL DARIÉN,27,CO
27160,CÉRTEGUI,27,CO
27205,CONDOTO,27,CO
27245,EL CARMEN DE ATRATO,27,CO
27250,EL LITORAL DEL SAN JUAN,27,CO
27361,ISTMINA,27,CO
27372,JURADÓ,27,CO
27413,LLORÓ,27,CO
27425,MEDIO ATRATO (BETÉ),27,CO
27430,MEDIO BAUDÓ,27,CO
27450,MEDIO SAN JUAN (ANDAGOYA),27,CO
27491,NÓVITA,27,CO
27495,NUQUÍ,27,CO
27580,RÍO IRÓ (SANTA RITA),27,CO
27600,RÍO QUITO (PAIMADÓ),27,CO
27615,RIOSUCIO,27,CO
27660,SAN JOSÉ DEL PALMAR,27,CO
27745,SIPÍ,27,CO
27787,TADÓ,27,CO
27800,UNGUÍA,27,CO
27810,UNIÓN PANAMERICANA (LAS ÁNIMAS),27,CO
41001,NEIVA,41,CO
41006,ACEVEDO,41,CO
41013,AGRADO,41,CO
41016,AIPE,41,CO
41020,ALGECIRAS,41,CO
41026,ALTAMIRA,41,CO
41078,BARAYA,41,CO
41132,CAMPOALEGRE,41,CO
41206,COLOMBIA,41,CO
41244,ELÍAS,41,CO
41298,GARZÓN,41,CO
41306,GIGANTE,41,CO
41319,GUADALUPE,41,CO
41349,HOBO,41,CO
41357,ÍQUIRA,41,CO
41359,ISNOS,41,CO
41378,LA ARGENTINA (LA PLATA VIEJA),41,CO
41396,LA PLATA,41,CO
41483,NÁTAGA,41,CO
41503,OPORAPA,41,CO
41518,PAICOL,41,CO
41524,PALERMO,41,CO
41530,PALESTINA,41,CO
41548,PITAL,41,CO
41551,PITALITO,41,CO
41615,RIVERA,41,CO
41660,SALADOBLANCO,41,CO
41668,SAN AGUSTÍN,41,CO
41676,SANTA MARÍA,41,CO
41770,SUAZA,41,CO
41791,TARQUI,41,CO
41797,TESALIA (CARNICERÍAS),41,CO
41799,TELLO,41,CO
41801,TERUEL,41,CO
41807,TIMANÁ,41,CO
41872,VILLAVIEJA,41,CO
41885,YAGUARÁ,41,CO
44001,RIOHACHA,44,CO
44035,ALBANIA,44,CO
44078,BARRANCAS,44,CO
44090,DIBULLA,44,CO
44098,DISTRACCIÓN,44,CO
44110,EL MOLINO,44,CO
44279,FONSECA,44,CO
44378,HATONUEVO,44,CO
44420,LA JAGUA DEL PILAR,44,CO
44430,MAICAO,44,CO
44560,MANAURE,44,CO
44650,SAN JUAN DEL CESAR,44,CO
44847,URIBIA,44,CO
44855,URUMITA,44,CO
44874,VILLANUEVA,44,CO
47001,SANTA MARTA,47,CO
47030,ALGARROBO,47,CO
47053,ARACATACA,47,CO
47058,ARIGUANÍ,47,CO
47161,CERRO DE SAN ANTONIO,47,CO
47170,CHIBOLO,47,CO
47189,CIÉNAGA,47,CO
47205,CONCORDIA,47,CO
47245,EL BANCO,47,CO
47258,EL PIÑÓN,47,CO
47268,EL RETÉN,47,CO
47288,FUNDACIÓN,47,CO
47318,GUAMAL,47,CO
47460,NUEVA GRANADA,47,CO
47541,PEDRAZA,47,CO
47545,PIJIÑO DEL CARMEN,47,CO
47551,PIVIJAY,47,CO
47555,PLATO,47,CO
47570,PUEBLOVIEJO,47,CO
47605,REMOLINO,47,CO
47660,SABANAS DE SAN ÁNGEL,47,CO
47675,SALAMINA,47,CO
47692,SAN SEBASTIÁN DE BUENAVISTA,47,CO
47703,SAN ZENÓN,47,CO
47707,SANTA ANA,47,CO
47720,SANTA BÁRBARA DE PINTO,47,CO
47745,SITIONUEVO,47,CO
47798,TENERIFE,47,CO
47960,ZAPAYÁN,47,CO
47980,ZONA BANANERA,47,CO
50001,VILLAVICENCIO,50,CO
50006,ACACÍAS,50,CO
50110,BARRANCA DE UPÍA,50,CO
50124,CABUYARO,50,CO
50150,CASTILLA LA NUEVA,50,CO
50223,CUBARRAL,50,CO
50226,CUMARAL,50,CO
50245,EL CALVARIO,50,CO
50251,EL CASTILLO,50,CO
50270,EL DORADO,50,CO
50287,FUENTEDEORO,50,CO
50313,GRANADA,50,CO
50318,GUAMAL,50,CO
50325,MAPIRIPÁN,50,CO
50330,MESETAS,50,CO
50350,LA MACARENA,50,CO
50370,URIBE,50,CO
50400,LEJANÍAS,50,CO
50450,PUERTO CONCORDIA,50,CO
50568,PUERTO GAITÁN,50,CO
50573,PUERTO LÓPEZ,50,CO
50577,PUERTO LLERAS,50,CO
50590,PUERTO RICO,50,CO
50606,RESTREPO,50,CO
50680,SAN CARLOS DE GUAROA,50,CO
50683,SAN JUAN DE ARAMA,50,CO
50686,SAN JUANITO,50,CO
50689,SAN MARTÍN DE LOS LLANOS,50,CO
50711,VISTAHERMOSA,50,CO
52001,PASTO,52,CO
52019,ALBÁN (SAN JOSÉ),52,CO
52022,ALDANA,52,CO
52036,ANCUYÁ,52,CO
52051,ARBOLEDA,52,CO
52079,BARBACOAS,52,CO
52083,BELÉN,52,CO
52110,BUESACO,52,CO
52203,COLÓN (GÉNOVA),52,CO
52207,CONSACÁ,52,CO
52210,CONTADERO,52,CO
52215,CÓRDOBA,52,CO
52224,CUASPÚD,52,CO
52227,CUMBAL,52,CO
52233,CUMBITARA,52,CO
52240,CHACHAGÜÍ,52,CO
52250,EL CHARCO,52,CO
52254,EL PEÑOL,52,CO
52256,EL ROSARIO,52,CO
52258,EL TABLÓN DE GÓMEZ,52,CO
52260,EL TAMBO,52,CO
52287,FUNES,52,CO
52317,GUACHUCAL,52,CO
52320,GUAITARILLA,52,CO
52323,GUALMATÁN,52,CO
52352,ILES,52,CO
52354,IMUÉS,52,CO
52356,IPIALES,52,CO
52378,LA CRUZ,52,CO
52381,LA FLORIDA,52,CO
52385,LA LLANADA,52,CO
52390,LA TOLA,52,CO
52399,LA UNIÓN,52,CO
52405,LEIVA,52,CO
52411,LINARES,52,CO
52418,LOS ANDES (SOTOMAYOR),52,CO
52427,MAGÜÍ (PAYÁN),52,CO
52435,MALLAMA (PIEDRANCHA),52,CO
52473,MOSQUERA,52,CO
52480,NARIÑO,52,CO
52490,OLAYA HERRERA,52,CO
52506,OSPINA,52,CO
52520,FRANCISCO PIZARRO,52,CO
52540,POLICARPA,52,CO
52560,POTOSÍ,52,CO
52565,PROVIDENCIA,52,CO
52573,PUERRES,52,CO
52585,PUPIALES,52,CO
52612,RICAURTE,52,CO
52621,ROBERTO PAYÁN (SAN JOSÉ),52,CO
52678,SAMANIEGO,52,CO
52683,SANDONÁ,52,CO
52685,SAN BERNARDO,52,CO
52687,SAN LORENZO,52,CO
52693,SAN PABLO,52,CO
52694,SAN PEDRO DE CARTAGO,52,CO
52696,SANTA BÁRBARA,52,CO
52699,SANTACRUZ,52,CO
52720,SAPUYES,52,CO
52786,TAMINANGO,52,CO
52788,TANGUA,52,CO
52835,SAN ANDRÉS DE TUMACO,52,CO
52838,TÚQUERRES,52,CO
52885,YACUANQUER,52,CO
54001,CÚCUTA,54,CO
54003,ÁBREGO,54,CO
54051,ARBOLEDAS,54,CO
54099,BOCHALEMA,54,CO
54109,BUCARASICA,54,CO
54125,CÁCOTA DE VELASCO,54,CO
54128,CÁCHIRA,54,CO
54172,CHINÁCOTA,54,CO
54174,CHITAGÁ,54,CO
54206,CONVENCIÓN,54,CO
54223,CUCUTILLA,54,CO
54239,DURANIA,54,CO
54245,EL CARMEN,54,CO
54250,EL TARRA,54,CO
54261,EL ZULIA,54,CO
54313,GRAMALOTE,54,CO
54344,HACARÍ,54,CO
54347,HERRÁN,54,CO
54377,LABATECA,54,CO
54385,LA ESPERANZA,54,CO
54398,LA PLAYA DE BELÉN,54,CO
54405,LOS PATIOS,54,CO
54418,LOURDES,54,CO
54480,MUTISCUA,54,CO
54498,OCAÑA,54,CO
54518,PAMPLONA,54,CO
54520,PAMPLONITA,54,CO
54553,PUERTO SANTANDER,54,CO
54599,RAGONVALIA,54,CO
54660,SALAZAR DE LAS PALMAS,54,CO
54670,SAN CALIXTO,54,CO
54673,SAN CAYETANO,54,CO
54680,SANTIAGO,54,CO
54720,SARDINATA,54,CO
54743,SANTO DOMINGO DE SILOS,54,CO
54800,TEORAMA,54,CO
54810,TIBÚ,54,CO
54820,TOLEDO,54,CO
54871,VILLA CARO,54,CO
54874,VILLA DEL ROSARIO,54,CO
63001,ARMENIA,63,CO
63111,BUENAVISTA,63,CO
63130,CALARCÁ,63,CO
63190,CIRCASIA,63,CO
63212,CÓRDOBA,63,CO
63272,FILANDIA,63,CO
63302,GÉNOVA,63,CO
63401,LA TEBAIDA,63,CO
63470,MONTENEGRO,63,CO
63548,PIJAO,63,CO
63594,QUIMBAYA,63,CO
63690,SALENTO,63,CO
66001,PEREIRA,66,CO
66045,APÍA,66,CO
66075,BALBOA,66,CO
66088,BELÉN DE UMBRÍA,66,CO
66170,DOSQUEBRADAS,66,CO
66318,GUÁTICA,66,CO
66383,LA CELIA,66,CO
66400,LA VIRGINIA,66,CO
66440,MARSELLA,66,CO
66456,MISTRATÓ,66,CO
66572,PUEBLO RICO,66,CO
66594,QUINCHÍA,66,CO
66682,SANTA ROSA DE CABAL,66,CO
66687,SANTUARIO,66,CO
68001,BUCARAMANGA,68,CO
68013,AGUADA,68,CO
68020,ALBANIA,68,CO
68051,ARATOCA,68,CO
68077,BARBOSA,68,CO
68079,BARICHARA,68,CO
68081,BARRANCABERMEJA,68,CO
68092,BETULIA,68,CO
68101,BOLÍVAR,68,CO
68121,CABRERA,68,CO
68132,CALIFORNIA,68,CO
68147,CAPITANEJO,68,CO
68152,CARCASÍ,68,CO
68160,CEPITÁ,68,CO
68162,CERRITO,68,CO
68167,CHARALÁ,68,CO
68169,CHARTA,68,CO
68176,CHIMA,68,CO
68179,CHIPATÁ,68,CO
68190,CIMITARRA,68,CO
68207,CONCEPCIÓN,68,CO
68209,CONFINES,68,CO
68211,CONTRATACIÓN,68,CO
68217,COROMORO,68,CO
68229,CURITÍ,68,CO
68235,EL CARMEN DE CHUCURÍ,68,CO
68245,EL GUACAMAYO,68,CO
68250,EL PEÑÓN,68,CO
68255,EL PLAYÓN,68,CO
68264,ENCINO,68,CO
68266,ENCISO,68,CO
68271,FLORIÁN,68,CO
68276,FLORIDABLANCA,68,CO
68296,GALÁN,68,CO
68298,GÁMBITA,68,CO
68307,GIRÓN,68,CO
68318,GUACA,68,CO
68320,GUADALUPE,68,CO
68322,GUAPOTÁ,68,CO
68324,GUAVATÁ,68,CO
68327,GÜEPSA,68,CO
68344,HATO,68,CO
68368,JESÚS MARÍA,68,CO
68370,JORDÁN,68,CO
68377,LA BELLEZA,68,CO
68385,LANDÁZURI,68,CO
68397,LA PAZ,68,CO
68406,LEBRIJA,68,CO
68418,LOS SANTOS,68,CO
68425,MACARAVITA,68,CO
68432,MÁLAGA,68,CO
68444,MATANZA,68,CO
68464,MOGOTES,68,CO
68468,MOLAGAVITA,68,CO
68498,OCAMONTE,68,CO
68500,OIBA,68,CO
68502,ONZAGA,68,CO
68522,PALMAR,68,CO
68524,PALMAS DEL SOCORRO,68,CO
68533,PÁRAMO,68,CO
68547,PIEDECUESTA,68,CO
68549,PINCHOTE,68,CO
68572,PUENTE NACIONAL,68,CO
68573,PUERTO PARRA,68,CO
68575,PUERTO WILCHES,68,CO
68615,RIONEGRO,68,CO
68655,SABANA DE TORRES,68,CO
68669,SAN ANDRÉS,68,CO
68673,SAN BENITO,68,CO
68679,SAN GIL,68,CO
68682,SAN JOAQUÍN,68,CO
68684,SAN JOSÉ DE MIRANDA,68,CO
68686,SAN MIGUEL,68,CO
68689,SAN VICENTE DE CHUCURÍ,68,CO
68705,SANTA BÁRBARA,68,CO
68720,SANTA HELENA DEL OPÓN,68,CO
68745,SIMACOTA,68,CO
68755,SOCORRO,68,CO
68770,SUAITA,68,CO
68773,SUCRE,68,CO
68780,SURATÁ,68,CO
68820,TONA,68,CO
68855,VALLE DE SAN JOSÉ,68,CO
68861,VÉLEZ,68,CO
68867,VETAS,68,CO
68872,VILLANUEVA,68,CO
68895,ZAPATOCA,68,CO
70001,SINCELEJO,70,CO
70110,BUENAVISTA,70,CO
70124,CAIMITO,70,CO
70204,COLOSÓ,70,CO
70215,COROZAL,70,CO
70221,COVEÑAS,70,CO
70230,CHALÁN,70,CO
70233,EL ROBLE,70,CO
70235,GALERAS,70,CO
70265,GUARANDA,70,CO
70400,LA UNIÓN,70,CO
70418,LOS PALMITOS,70,CO
70429,MAJAGUAL,70,CO
70473,MORROA,70,CO
70508,OVEJAS,70,CO
70523,PALMITO,70,CO
70670,SAMPUÉS,70,CO
70678,SAN BENITO ABAD,70,CO
70702,SAN JUAN DE BETULIA,70,CO
70708,SAN MARCOS,70,CO
70713,SAN ONOFRE,70,CO
70717,SAN PEDRO,70,CO
70742,SAN LUIS DE SINCÉ,70,CO
70771,SUCRE,70,CO
70820,SANTIAGO DE TOLÚ,70,CO
70823,TOLÚ VIEJO,70,CO
73001,IBAGUÉ,73,CO
73024,ALPUJARRA,73,CO
73026,ALVARADO,73,CO
73030,AMBALEMA,73,CO
73043,ANZOÁTEGUI,73,CO
73055,ARMERO (GUAYABAL),73,CO
73067,ATACO,73,CO
73124,CAJAMARCA,73,CO
73148,CARMEN DE APICALÁ,73,CO
73152,CASABIANCA,73,CO
73168,CHAPARRAL,73,CO
73200,COELLO,73,CO
73217,COYAIMA,73,CO
73226,CUNDAY,73,CO
73236,DOLORES,73,CO
73268,ESPINAL,73,CO
73270,FALAN,73,CO
73275,FLANDES,73,CO
73283,FRESNO,73,CO
73319,GUAMO,73,CO
73347,HERVEO,73,CO
73349,HONDA,73,CO
73352,ICONONZO,73,CO
73408,LÉRIDA,73,CO
73411,LÍBANO,73,CO
73443,SAN SEBASTIÁN DE MARIQUITA,73,CO
73449,MELGAR,73,CO
73461,MURILLO,73,CO
73483,NATAGAIMA,73,CO
73504,ORTEGA,73,CO
73520,PALOCABILDO,73,CO
73547,PIEDRAS,73,CO
73555,PLANADAS,73,CO
73563,PRADO,73,CO
73585,PURIFICACIÓN,73,CO
73616,RIOBLANCO,73,CO
73622,RONCESVALLES,73,CO
73624,ROVIRA,73,CO
73671,SALDAÑA,73,CO
73675,SAN ANTONIO,73,CO
73678,SAN LUIS,73,CO
73686,SANTA ISABEL,73,CO
73770,SUÁREZ,73,CO
73854,VALLE DE SAN JUAN,73,CO
73861,VENADILLO,73,CO
73870,VILLAHERMOSA,73,CO
73873,VILLARRICA,73,CO
76001,CALI,76,CO
76020,ALCALÁ,76,CO
76036,ANDALUCÍA,76,CO
76041,ANSERMANUEVO,76,CO
76054,ARGELIA,76,CO
76100,BOLÍVAR,76,CO
76109,BUENAVENTURA,76,CO
76111,GUADALAJARA DE BUGA,76,CO
76113,BUGALAGRANDE,76,CO
76122,CAICEDONIA,76,CO
76126,CALIMA (DARIEN),76,CO
76130,CANDELARIA,76,CO
76147,CARTAGO,76,CO
76233,DAGUA,76,CO
76243,EL ÁGUILA,76,CO
76246,EL CAIRO,76,CO
76248,EL CERRITO,76,CO
76250,EL DOVIO,76,CO
76275,FLORIDA,76,CO
76306,GINEBRA,76,CO
76318,GUACARÍ,76,CO
76364,JAMUNDÍ,76,CO
76377,LA CUMBRE,76,CO
76400,LA UNIÓN,76,CO
76403,LA VICTORIA,76,CO
76497,OBANDO,76,CO
76520,PALMIRA,76,CO
76563,PRADERA,76,CO
76606,RESTREPO,76,CO
76616,RIOFRÍO,76,CO
76622,ROLDANILLO,76,CO
76670,SAN PEDRO,76,CO
76736,SEVILLA,76,CO
76823,TORO,76,CO
76828,TRUJILLO,76,CO
76834,TULUÁ,76,CO
76845,ULLOA,76,CO
76863,VERSALLES,76,CO
76869,VIJES,76,CO
76890,YOTOCO,76,CO
76892,YUMBO,76,CO
76895,ZARZAL,76,CO
81001,ARAUCA,81,CO
81065,ARAUQUITA,81,CO
81220,CRAVO NORTE,81,CO
81300,FORTUL,81,CO
81591,PUERTO RONDÓN,81,CO
81736,SARAVENA,81,CO
81794,TAME,81,CO
85001,YOPAL,85,CO
85010,AGUAZUL,85,CO
85015,CHÁMEZA,85,CO
85125,HATO COROZAL,85,CO
85136,LA SALINA,85,CO
85139,MANÍ,85,CO
85162,MONTERREY,85,CO
85225,NUNCHÍA,85,CO
85230,OROCUÉ,85,CO
85250,PAZ DE ARIPORO,85,CO
85263,PORE,85,CO
85279,RECETOR,85,CO
85300,SABANALARGA,85,CO
85315,SÁCAMA,85,CO
85325,SAN LUIS DE PALENQUE,85,CO
85400,TÁMARA,85,CO
85410,TAURAMENA,85,CO
85430,TRINIDAD,85,CO
85440,VILLANUEVA,85,CO
86001,MOCOA,86,CO
86219,COLÓN,86,CO
86320,ORITO,86,CO
86568,PUERTO ASÍS,86,CO
86569,PUERTO CAICEDO,86,CO
86571,PUERTO GUZMÁN,86,CO
86573,PUERTO LEGUÍZAMO,86,CO
86749,SIBUNDOY,86,CO
86755,SAN FRANCISCO,86,CO
86757,SAN MIGUEL,86,CO
86760,SANTIAGO,86,CO
86865,VALLE DEL GUAMUEZ,86,CO
86885,VILLAGARZÓN,86,CO
88001,SAN ANDRÉS,88,CO
88564,PROVIDENCIA,88,CO
91001,LETICIA,91,CO
91263,EL ENCANTO,91,CO
91405,LA CHORRERA,91,CO
91407,LA PEDRERA,91,CO
91430,LA VICTORIA,91,CO
91460,MIRITÍ – PARANÁ,91,CO
91530,PUERTO ALEGRÍA,91,CO
91536,PUERTO ARICA,91,CO
91540,PUERTO NARIÑO,91,CO
91669,PUERTO SANTANDER,91,CO
91798,TARAPACÁ,91,CO
94001,INÍRIDA,94,CO
94343,BARRANCOMINAS,94,CO
94663,MAPIRIPANA,94,CO
94883,SAN FELIPE,94,CO
94884,PUERTO COLOMBIA,94,CO
94885,LA GUADALUPE,94,CO
94886,CACAHUAL,94,CO
94887,PANA PANA,94,CO
94888,MORICHAL NUEVO,94,CO
95001,SAN JOSÉ DEL GUAVIARE,95,CO
95015,CALAMAR,95,CO
95025,EL RETORNO,95,CO
95200,MIRAFLORES,95,CO
97001,MITÚ,97,CO
97161,CARURÚ,97,CO
97511,PACOA,97,CO
97666,TARAIRA,97,CO
97777,PAPUNAHUA,97,CO
97889,YAVARATÉ,97,CO
99001,PUERTO CARREÑO,99,CO
99524,LA PRIMAVERA,99,CO
99624,SANTA ROSALÍA,99,CO
99773,CUMARIBO,99,CO
